data_exp_sine,data_sine
1.0259465218374035,-0.0007384995100232489
0.782338120385506,-0.1604215404717047
0.5990508754677865,-0.4300830727184732
0.581212629587227,-0.6859078908975944
0.38581631120310333,-0.8352892331931029
0.31477161498732154,-1.0505000488592033
0.5015558151367885,-0.9927147117240728
0.5221567155090466,-0.962638742551556
0.5402022682712994,-0.9465468775549314
0.5550903157997904,-0.6812596283480211
0.7073156038671811,-0.5365561858466389
0.8249820412446294,-0.196867808722863
1.0451402898052542,-0.030458813025685885
1.4715407544970645,0.30556870873339526
1.7960698510751987,0.5213486759975138
2.217907779605422,0.7227395630673205
2.520140650470508,0.8482464620679889
2.6990788428214074,0.8398801921094197
2.914672085328027,1.0385830863897099
2.8897535688480414,1.0709037575265865
2.5125497074938616,0.8572769581612176
2.1535773128552003,0.6897433369308862
1.823621805973182,0.41599653454378327
1.4238657914820672,0.19368704198189124
1.1754320085116157,0.016435355773476816
1.0139961820935033,-0.28579284404562094
0.9188252714284405,-0.5561747131672142
0.716760621450602,-0.7280443455521699
0.7316730426976169,-0.9206285425568913
0.68586362996405,-0.9837171477431859
0.5964235807842891,-0.9736319340279319
0.6546015413054194,-0.9244551612378048
0.7716770958406525,-0.8619787369849359
0.8393223506773726,-0.7338546374898843
0.995703274113024,-0.4981945711691911
1.0888675140248438,-0.28502336594463545
1.19652845046126,0.07597191544309972
1.5636685144290925,0.2142626931764324
2.079272991496459,0.42791659980270896
2.3633828306810676,0.7210132926655085
2.742877112738627,0.8600133810287083
2.9358116744413767,0.9513765639913677
3.1479598790225576,0.9792645666333607
3.0301065194389,0.9765031397591063
2.8143952857972248,0.8069327935304903
2.460956564561013,0.6997791020301911
2.083374382150917,0.5052205559355052
1.6940208510919996,0.2935331667640523
1.4924046202317949,0.060010822712910965
1.2176862209931214,-0.22673017195816628
1.076133372530993,-0.5047845630538049
1.042726718841327,-0.700196797921763
0.8771675911991212,-0.933066073592132
0.8167039893982693,-1.0144134021037028
0.8300688007601985,-1.017512601833896
0.9043660699178302,-1.008820253498403
0.8956436400744854,-0.9638947976487497
1.0706005200533757,-0.7125608988326351
1.1151066257961837,-0.5487907777658014
1.3420621601199891,-0.18466290990152853
1.5535587224769005,-0.1034937195903497
1.8578814377087316,0.2495019292832078
2.3080832762150942,0.46618099359787335
2.6530220493248593,0.7008246504638512
2.9815803472266498,0.8687580672870088
3.20475298031297,0.841558262412915
3.352788364946577,1.0110492428665543
3.2397733012440977,1.026080479511594
2.9691446828444517,0.818556094321414
2.5919892752333507,0.6431590775619672
2.285203614099845,0.4724361161585358
2.1258702823535987,0.2671571040661005
1.7305995403296806,0.0023805165254953244
1.495903298157196,-0.31127640112231325
1.319690246925809,-0.4858644021234098
1.1587386721454473,-0.6877505048557822
1.1871156271788637,-0.811271338355982
1.0529710398488599,-0.9285133788220383
1.0594387160872738,-1.0211265241393033
1.0888196143091433,-0.9967203894610155
1.1345637276027085,-0.8865542414185037
1.1960256776393123,-0.7135021859310572
1.394972957375419,-0.48873037177061807
1.527978030609087,-0.3057705048902055
1.727478739889766,0.054419554342305054
2.153837856245212,0.18310940007417703
2.464040943541857,0.5535258771120152
2.973994051133977,0.6638921224822191
3.1378058614141286,0.870683467727007
3.430266589297556,0.9306160072257355
3.512290298000594,0.9714110818074702
3.488072134763752,1.0107069737471464
3.2670447498497337,0.9639414706798145
2.8621846133165065,0.6769762611939555
2.588945832368732,0.527770751571514
2.267491478030661,0.27664634645220604
1.87810269356435,-0.006812203545314102
1.5992233811516872,-0.2798104808132388
1.5751380304731937,-0.5739538557739153
1.3719752585523852,-0.655601181959144
1.3147065961410318,-0.8933989277254943
1.380746721015566,-1.0480029414184941
1.3579431519117258,-0.9214548273756458
1.401179327230886,-0.9026674680097191
1.3127438194797412,-0.9070337775572026
1.4392597006601668,-0.6591560119360429
1.6229345760424245,-0.4701415735687412
1.6874883394918245,-0.21021446871169
1.9641582546913177,-0.026431869351616084
2.347753822450773,0.27619505392592314
2.6715623437299585,0.4872592787559581
3.0203720962510556,0.7198141649631118
3.395890339435335,0.8544057166248725
3.679447082411792,0.9333705506228881
3.839779201581549,1.009295222267179
3.6369413327868747,0.9571140182529302
3.5325356033194977,0.8298725254931394
3.0584332872889344,0.7212636658269939
2.6391646970983365,0.5134001926829275
2.3901704762880134,0.28572957326756915
2.2031607602331125,0.0174843980503577
1.929545465648341,-0.21961406361464395
1.6650787500896378,-0.518819737603093
1.7020369920193934,-0.7645691581065249
1.5081301181793432,-0.8822805655259297
1.4598665631528809,-1.015974140003955
1.5430691501753768,-0.8997134155526317
1.616730529932298,-0.9163947157033406
1.6161958178465272,-0.8414698104553426
1.7023892948488824,-0.633489605975176
1.7519751753528894,-0.4908017706855149
2.041260273628578,-0.3253053177657348
2.2363430411168626,0.07389842033554148
2.470739554502186,0.3044556712095876
2.8945977947098758,0.4879325690496339
3.3912007369009065,0.5995801595044197
3.5517395407572794,0.8391327069950889
3.893109835090322,0.8945455892665313
4.031280020039949,0.954690852405308
3.970965554494093,0.9788011510725858
3.6436511224754966,0.8538108251370772
3.417070501825783,0.74430502528974
2.9933268738236776,0.4596952556968288
2.6031449798233908,0.21866825285222719
2.4068455771569277,-0.027202741718251457
2.085427224449041,-0.24506611283949734
1.9888048571714976,-0.4895150913286644
1.8133203923764576,-0.667429268311058
1.7643504803628776,-0.9127659650352061
1.7517694701246875,-1.0333463750417131
1.7789096132579854,-0.9864787954863881
1.722487767834836,-1.060063153152562
1.9824830025657576,-0.8651637436851374
1.961869112062136,-0.7300596057393789
2.046285663315242,-0.48824344335967795
2.1069662195969037,-0.2864813533221012
2.4268565025577313,-0.014596692867535378
2.7971684951957965,0.26408242043174746
3.1360128462981955,0.49230147754712056
3.466011782802988,0.7850852189194426
3.882440339987504,0.8414876710816942
4.213950220174711,0.88649106525165
4.24448336997817,0.9485187970561472
4.100032539874068,0.967693280796164
3.951927563537696,0.8404147931782467
3.5268425781851582,0.7718685848280196
3.1698687063028967,0.47444668810776935
2.869074239182126,0.3052522942171658
2.4756718037803433,0.09436411678366909
2.3423386280548457,-0.2567425760941346
2.1942463094993503,-0.5859410398224796
2.0541266531310027,-0.7088638698085046
2.041202564287238,-0.8129091950279954
1.9782241322487806,-1.0136758012890132
2.0199228882669895,-1.0067630721208483
2.0098993120256186,-0.9105385624351208
2.033248331133508,-0.9126770575392398
2.14491665791795,-0.7252464197854275
2.302231590227126,-0.5620778294706941
2.3716637636144102,-0.23509842169624862
2.666394866139537,0.022423013044309194
2.945727616191719,0.23129080370316735
3.383806162019464,0.46654161652908827
3.655697576359692,0.6983441450655477
4.000182262713671,0.8399313672307759
4.357064190015788,1.009952287900777
4.325764614647754,1.022398190776841
4.3326681050500095,1.0949287705824835
4.176762067187561,0.8171832661951497
3.802957677154571,0.6821102150997176
3.3149289147494323,0.4780523277207787
3.108207101749506,0.2907427488341642
2.825054499107296,0.037837722808565726
2.5503245097764324,-0.2785128403426739
2.4305541795333756,-0.4934785801809975
2.2176354278174495,-0.7124551303918208
2.3167217975355197,-0.8225059028728684
2.2440157035933908,-0.9517785105220272
2.2792942090193558,-0.8996488227363286
2.295812977532839,-1.057692708266755
2.371835806355573,-0.8773780369578652
2.3590099857899314,-0.7640658512051738
2.450111741440152,-0.47826600369351013
2.674399491093584,-0.2619662735763198
2.906153176951325,-0.037635699873269035
3.2045567728417597,0.33094050594730323
3.4949810936493786,0.48623579105465614
3.958174852568236,0.7574127852900561
4.397627875467233,0.8491242471704287
4.568490056022625,0.9424562106003262
4.631947296394655,1.0011348259855748
4.600585133292391,0.9572408531577274
4.424769590265305,0.9262846214252348
3.9035273592326623,0.7591575780100851
3.689294218077041,0.5222662740796564
3.306610188182397,0.2254050007884824
