LTd_history,itv_LT,itv_LL,anm_develop_time
"[-1.5475723327300728e-06, -2.043077133124559e-06, -1.9037200309940513e-06, -9.316268266357655e-07, -1.8416499881257953e-06, -1.1073478815746578e-06, 2.522207284612877e-06, 5.519131865011165e-07]",0.01041666666666667,0.0,0
"[-3.864080876964335e-07, -1.5475723327300728e-06, -2.043077133124559e-06, -1.8412259837275917e-06, -1.6861740998720914e-06, -1.022610107488628e-06, 2.1548329482021535e-06, 6.402682725612134e-07]",0.01041666666666667,0.01041666666666667,1
"[-2.622483336858365e-07, -3.864080876964335e-07, -1.5475723327300728e-06, -1.9037200309940513e-06, -1.689662192660674e-06, -1.5113441449902165e-06, 2.2870229897614578e-06, 9.568387909570346e-08]",0.01041666666666667,0.02083333333333334,2
"[-1.3695572378447684e-07, -2.622483336858365e-07, -3.864080876964335e-07, -2.043077133124559e-06, -1.2523656124254941e-06, -1.9762450044237422e-06, 1.4903678944063217e-06, 4.75136623331253e-09]",0.01041666666666667,0.03125000000000001,3
"[-3.9476619866123776e-07, -1.3695572378447684e-07, -2.622483336858365e-07, -1.5475723327300728e-06, -9.316268266357655e-07, -2.4631656730602506e-06, 1.3695133584133992e-06, 6.90026546387759e-07]",0.01041666666666667,0.04166666666666668,4
"[-6.836359039948421e-07, -3.9476619866123776e-07, -1.3695572378447684e-07, -3.864080876964335e-07, -1.8412259837275917e-06, -1.7809871537698507e-06, 1.7288830217829318e-06, 5.603529895153332e-07]",0.01041666666666667,0.05208333333333335,5
"[-5.5293799106073e-07, -6.836359039948421e-07, -3.9476619866123776e-07, -2.622483336858365e-07, -1.9037200309940513e-06, -2.3943841889434415e-06, 1.0031811110158998e-06, 1.0613562201357168e-06]",0.01041666666666667,0.06250000000000001,6
"[1.56742576344971e-07, -5.5293799106073e-07, -6.836359039948421e-07, -1.3695572378447684e-07, -2.043077133124559e-06, -2.1491105675106823e-06, 5.401274885824452e-07, 1.2066514044999082e-06]",0.01041666666666667,0.07291666666666669,7
"[1.2168814252187456e-07, 1.56742576344971e-07, -5.5293799106073e-07, -3.9476619866123776e-07, -1.5475723327300728e-06, -1.8416499881257953e-06, 9.530126284043148e-07, 1.1679022380611362e-06]",0.01041666666666667,0.08333333333333336,8
"[7.289370597328969e-07, 1.2168814252187456e-07, 1.56742576344971e-07, -6.836359039948421e-07, -3.864080876964335e-07, -1.6861740998720914e-06, 6.954010600828203e-07, 1.1683476939600265e-06]",0.01041666666666667,0.09375000000000003,9
"[5.736175477047169e-08, 7.289370597328969e-07, 1.2168814252187456e-07, -5.5293799106073e-07, -2.622483336858365e-07, -1.689662192660674e-06, 7.865073802903556e-08, 6.329978145039092e-07]",0.01041666666666667,0.1041666666666667,10
"[1.0327494399033117e-06, 5.736175477047169e-08, 7.289370597328969e-07, 1.56742576344971e-07, -1.3695572378447684e-07, -1.2523656124254941e-06, 4.833532812067802e-07, 6.387261026296768e-07]",0.01041666666666667,0.11458333333333337,11
"[1.659814189255631e-06, 1.0327494399033117e-06, 5.736175477047169e-08, 1.2168814252187456e-07, -3.9476619866123776e-07, -9.316268266357655e-07, 3.5450724264316145e-07, 8.883346121233864e-07]",0.01041666666666667,0.12500000000000003,12
"[1.8063634289405912e-06, 1.659814189255631e-06, 1.0327494399033117e-06, 7.289370597328969e-07, -6.836359039948421e-07, -1.8412259837275917e-06, 4.4196042432240183e-07, 1.5818524946958582e-06]",0.01041666666666667,0.1354166666666667,13
"[1.3287339167513213e-06, 1.8063634289405912e-06, 1.659814189255631e-06, 5.736175477047169e-08, -5.5293799106073e-07, -1.9037200309940513e-06, 5.904344986053285e-08, 1.5876494237318889e-06]",0.01041666666666667,0.14583333333333337,14
"[2.711754821078117e-06, 1.3287339167513213e-06, 1.8063634289405912e-06, 1.0327494399033117e-06, 1.56742576344971e-07, -2.043077133124559e-06, -6.944276450215399e-07, 1.0633958393710164e-06]",0.01041666666666667,0.15625000000000006,15
"[2.415002660946859e-06, 2.711754821078117e-06, 1.3287339167513213e-06, 1.659814189255631e-06, 1.2168814252187456e-07, -1.5475723327300728e-06, -1.1073478815746578e-06, 1.3304618836868714e-06]",0.01041666666666667,0.1666666666666667,16
"[2.94109439757619e-06, 2.415002660946859e-06, 2.711754821078117e-06, 1.8063634289405912e-06, 7.289370597328969e-07, -3.864080876964335e-07, -1.022610107488628e-06, 2.0372191257773293e-06]",0.01041666666666667,0.17708333333333337,17
"[3.20265350424522e-06, 2.94109439757619e-06, 2.415002660946859e-06, 1.3287339167513213e-06, 5.736175477047169e-08, -2.622483336858365e-07, -1.5113441449902165e-06, 2.541048812710856e-06]",0.01041666666666667,0.18750000000000006,18
"[3.366304789964566e-06, 3.20265350424522e-06, 2.94109439757619e-06, 2.711754821078117e-06, 1.0327494399033117e-06, -1.3695572378447684e-07, -1.9762450044237422e-06, 2.3737932277505865e-06]",0.01041666666666667,0.1979166666666667,19
"[3.7158532753798954e-06, 3.366304789964566e-06, 3.20265350424522e-06, 2.415002660946859e-06, 1.659814189255631e-06, -3.9476619866123776e-07, -2.4631656730602506e-06, 2.1988591289913824e-06]",0.01041666666666667,0.2083333333333334,20
"[4.0039273547902096e-06, 3.7158532753798954e-06, 3.366304789964566e-06, 2.94109439757619e-06, 1.8063634289405912e-06, -6.836359039948421e-07, -1.7809871537698507e-06, 1.4443125391044984e-06]",0.01041666666666667,0.21875000000000006,21
"[4.12231903502171e-06, 4.0039273547902096e-06, 3.7158532753798954e-06, 3.20265350424522e-06, 1.3287339167513213e-06, -5.5293799106073e-07, -2.3943841889434415e-06, 2.0709215282722907e-06]",0.01041666666666667,0.22916666666666674,22
"[4.2765432907119555e-06, 4.12231903502171e-06, 4.0039273547902096e-06, 3.366304789964566e-06, 2.711754821078117e-06, 1.56742576344971e-07, -2.1491105675106823e-06, 2.194307882178867e-06]",0.01041666666666667,0.2395833333333334,23
"[4.004568035927239e-06, 4.2765432907119555e-06, 4.12231903502171e-06, 3.7158532753798954e-06, 2.415002660946859e-06, 1.2168814252187456e-07, -1.8416499881257953e-06, 2.0789540586087036e-06]",0.01041666666666667,0.25000000000000006,24
"[4.652396919654404e-06, 4.004568035927239e-06, 4.2765432907119555e-06, 4.0039273547902096e-06, 2.94109439757619e-06, 7.289370597328969e-07, -1.6861740998720914e-06, 2.862801725633408e-06]",0.01041666666666667,0.26041666666666674,25
"[5.192105032874281e-06, 4.652396919654404e-06, 4.004568035927239e-06, 4.12231903502171e-06, 3.20265350424522e-06, 5.736175477047169e-08, -1.689662192660674e-06, 2.033613004519955e-06]",0.01041666666666667,0.2708333333333334,26
"[6.437852560407937e-06, 5.192105032874281e-06, 4.652396919654404e-06, 4.2765432907119555e-06, 3.366304789964566e-06, 1.0327494399033117e-06, -1.2523656124254941e-06, 2.226534549638539e-06]",0.01041666666666667,0.28125000000000006,27
"[6.2971827329377104e-06, 6.437852560407937e-06, 5.192105032874281e-06, 4.004568035927239e-06, 3.7158532753798954e-06, 1.659814189255631e-06, -9.316268266357655e-07, 3.0428520871119096e-06]",0.01041666666666667,0.29166666666666674,28
"[8.385761230828479e-06, 6.2971827329377104e-06, 6.437852560407937e-06, 4.652396919654404e-06, 4.0039273547902096e-06, 1.8063634289405912e-06, -1.8412259837275917e-06, 3.002328926162217e-06]",0.01041666666666667,0.3020833333333334,29
"[9.101944252436188e-06, 8.385761230828479e-06, 6.2971827329377104e-06, 5.192105032874281e-06, 4.12231903502171e-06, 1.3287339167513213e-06, -1.9037200309940513e-06, 2.4440157477393834e-06]",0.01041666666666667,0.3125000000000001,30
"[9.75204042185646e-06, 9.101944252436188e-06, 8.385761230828479e-06, 6.437852560407937e-06, 4.2765432907119555e-06, 2.711754821078117e-06, -2.043077133124559e-06, 2.4726110617743313e-06]",0.01041666666666667,0.32291666666666674,31
"[1.0012165713499197e-05, 9.75204042185646e-06, 9.101944252436188e-06, 6.2971827329377104e-06, 4.004568035927239e-06, 2.415002660946859e-06, -1.5475723327300728e-06, 2.522207284612877e-06]",0.01041666666666667,0.3333333333333334,32
"[1.0658960379565135e-05, 1.0012165713499197e-05, 9.75204042185646e-06, 8.385761230828479e-06, 4.652396919654404e-06, 2.94109439757619e-06, -3.864080876964335e-07, 2.1548329482021535e-06]",0.01041666666666667,0.3437500000000001,33
"[1.1123326646510315e-05, 1.0658960379565135e-05, 1.0012165713499197e-05, 9.101944252436188e-06, 5.192105032874281e-06, 3.20265350424522e-06, -2.622483336858365e-07, 2.2870229897614578e-06]",0.01041666666666667,0.35416666666666674,34
"[1.206037929988016e-05, 1.1123326646510315e-05, 1.0658960379565135e-05, 9.75204042185646e-06, 6.437852560407937e-06, 3.366304789964566e-06, -1.3695572378447684e-07, 1.4903678944063217e-06]",0.01041666666666667,0.3645833333333334,35
"[1.199129333773769e-05, 1.206037929988016e-05, 1.1123326646510315e-05, 1.0012165713499197e-05, 6.2971827329377104e-06, 3.7158532753798954e-06, -3.9476619866123776e-07, 1.3695133584133992e-06]",0.01041666666666667,0.3750000000000001,36
"[1.3095657077569381e-05, 1.199129333773769e-05, 1.206037929988016e-05, 1.0658960379565135e-05, 8.385761230828479e-06, 4.0039273547902096e-06, -6.836359039948421e-07, 1.7288830217829318e-06]",0.01041666666666667,0.3854166666666668,37
"[2.8640814504914147e-06, 2.551284146357485e-06, 2.6911646074339487e-06, 2.2082324667678944e-06, 1.9136720413572307e-06, 1.952718059831335e-06, -2.893977469911887e-06, -1.5149621988518625e-06]",0.01041666666666667,0.0,0
"[3.269360061448018e-06, 2.8640814504914147e-06, 2.551284146357485e-06, 2.3509643170386256e-06, 2.7103505642949248e-06, 2.129892831328136e-06, -2.893401736916147e-06, -1.942888654494713e-06]",0.01041666666666667,0.01041666666666667,1
"[3.5905301762021994e-06, 3.269360061448018e-06, 2.8640814504914147e-06, 2.6911646074339487e-06, 2.612824494592132e-06, 2.6416575558289923e-06, -2.182590625761984e-06, -1.9436064254286264e-06]",0.01041666666666667,0.02083333333333334,2
"[2.576202295451326e-06, 3.5905301762021994e-06, 3.269360061448018e-06, 2.551284146357485e-06, 2.202051737093761e-06, 2.4165062527380764e-06, -2.049735486351345e-06, -1.689778808340702e-06]",0.01041666666666667,0.03125000000000001,3
"[2.2758394247033255e-06, 2.576202295451326e-06, 3.5905301762021994e-06, 2.8640814504914147e-06, 2.2082324667678944e-06, 1.881645185391806e-06, -2.178697588927405e-06, -2.265845044677856e-06]",0.01041666666666667,0.04166666666666668,4
"[1.6754597244679975e-06, 2.2758394247033255e-06, 2.576202295451326e-06, 3.269360061448018e-06, 2.3509643170386256e-06, 1.9540330535529603e-06, -2.1533167528159583e-06, -1.9830642050869617e-06]",0.01041666666666667,0.05208333333333335,5
"[2.267292420572099e-06, 1.6754597244679975e-06, 2.2758394247033255e-06, 3.5905301762021994e-06, 2.6911646074339487e-06, 2.5973461104326495e-06, -1.980647016901697e-06, -2.6962869491861244e-06]",0.01041666666666667,0.06250000000000001,6
"[2.4734209258312996e-06, 2.267292420572099e-06, 1.6754597244679975e-06, 2.576202295451326e-06, 2.551284146357485e-06, 2.1282191511740745e-06, -1.1372057693911731e-06, -2.2768057973960837e-06]",0.01041666666666667,0.07291666666666669,7
"[2.2248306505585054e-06, 2.4734209258312996e-06, 2.267292420572099e-06, 2.2758394247033255e-06, 2.8640814504914147e-06, 1.9136720413572307e-06, -9.27970248840824e-07, -2.1110498620632933e-06]",0.01041666666666667,0.08333333333333336,8
"[2.7546129779599977e-06, 2.2248306505585054e-06, 2.4734209258312996e-06, 1.6754597244679975e-06, 3.269360061448018e-06, 2.7103505642949248e-06, -1.0149698828771655e-06, -2.6576830806830995e-06]",0.01041666666666667,0.09375000000000003,9
"[1.9726199908901976e-06, 2.7546129779599977e-06, 2.2248306505585054e-06, 2.267292420572099e-06, 3.5905301762021994e-06, 2.612824494592132e-06, -5.468571832922642e-07, -2.189789148596498e-06]",0.01041666666666667,0.1041666666666667,10
"[2.197483815889734e-06, 1.9726199908901976e-06, 2.7546129779599977e-06, 2.4734209258312996e-06, 2.576202295451326e-06, 2.202051737093761e-06, 3.204625722138824e-07, -2.6079765612594066e-06]",0.01041666666666667,0.11458333333333337,11
"[2.7882764173831193e-06, 2.197483815889734e-06, 1.9726199908901976e-06, 2.2248306505585054e-06, 2.2758394247033255e-06, 2.2082324667678944e-06, 1.2981068490704825e-06, -3.2456053617377773e-06]",0.01041666666666667,0.12500000000000003,12
"[3.7280851847262308e-06, 2.7882764173831193e-06, 2.197483815889734e-06, 2.7546129779599977e-06, 1.6754597244679975e-06, 2.3509643170386256e-06, 1.3964496263316783e-06, -4.022703720905091e-06]",0.01041666666666667,0.1354166666666667,13
"[3.592763700067436e-06, 3.7280851847262308e-06, 2.7882764173831193e-06, 1.9726199908901976e-06, 2.267292420572099e-06, 2.6911646074339487e-06, 8.857771232737613e-07, -4.103345852391313e-06]",0.01041666666666667,0.14583333333333337,14
"[3.5704141486212036e-06, 3.592763700067436e-06, 3.7280851847262308e-06, 2.197483815889734e-06, 2.4734209258312996e-06, 2.551284146357485e-06, 1.3375909756022697e-06, -4.4424488869390475e-06]",0.01041666666666667,0.15625000000000006,15
"[3.9491916141105536e-06, 3.5704141486212036e-06, 3.592763700067436e-06, 2.7882764173831193e-06, 2.2248306505585054e-06, 2.8640814504914147e-06, 1.952718059831335e-06, -4.533939796298293e-06]",0.01041666666666667,0.1666666666666667,16
"[3.5571598874932763e-06, 3.9491916141105536e-06, 3.5704141486212036e-06, 3.7280851847262308e-06, 2.7546129779599977e-06, 3.269360061448018e-06, 2.129892831328136e-06, -4.465619394182627e-06]",0.01041666666666667,0.17708333333333337,17
"[4.381333636081857e-06, 3.5571598874932763e-06, 3.9491916141105536e-06, 3.592763700067436e-06, 1.9726199908901976e-06, 3.5905301762021994e-06, 2.6416575558289923e-06, -3.9555918375768995e-06]",0.01041666666666667,0.18750000000000006,18
"[5.526109166006722e-06, 4.381333636081857e-06, 3.5571598874932763e-06, 3.5704141486212036e-06, 2.197483815889734e-06, 2.576202295451326e-06, 2.4165062527380764e-06, -3.9992359968328836e-06]",0.01041666666666667,0.1979166666666667,19
"[5.577591307632815e-06, 5.526109166006722e-06, 4.381333636081857e-06, 3.9491916141105536e-06, 2.7882764173831193e-06, 2.2758394247033255e-06, 1.881645185391806e-06, -3.959542382699664e-06]",0.01041666666666667,0.2083333333333334,20
"[5.588555580021185e-06, 5.577591307632815e-06, 5.526109166006722e-06, 3.5571598874932763e-06, 3.7280851847262308e-06, 1.6754597244679975e-06, 1.9540330535529603e-06, -3.55323160672619e-06]",0.01041666666666667,0.21875000000000006,21
"[5.9131430386055005e-06, 5.588555580021185e-06, 5.577591307632815e-06, 4.381333636081857e-06, 3.592763700067436e-06, 2.267292420572099e-06, 2.5973461104326495e-06, -3.464761050694051e-06]",0.01041666666666667,0.22916666666666674,22
"[6.903261613557793e-06, 5.9131430386055005e-06, 5.588555580021185e-06, 5.526109166006722e-06, 3.5704141486212036e-06, 2.4734209258312996e-06, 2.1282191511740745e-06, -2.9447596320561535e-06]",0.01041666666666667,0.2395833333333334,23
"[7.246091457200424e-06, 6.903261613557793e-06, 5.9131430386055005e-06, 5.577591307632815e-06, 3.9491916141105536e-06, 2.2248306505585054e-06, 1.9136720413572307e-06, -2.5309496072459405e-06]",0.01041666666666667,0.25000000000000006,24
"[7.559341215372461e-06, 7.246091457200424e-06, 6.903261613557793e-06, 5.588555580021185e-06, 3.5571598874932763e-06, 2.7546129779599977e-06, 2.7103505642949248e-06, -2.9291266874385238e-06]",0.01041666666666667,0.26041666666666674,25
"[8.225667868487145e-06, 7.559341215372461e-06, 7.246091457200424e-06, 5.9131430386055005e-06, 4.381333636081857e-06, 1.9726199908901976e-06, 2.612824494592132e-06, -2.926418496419218e-06]",0.01041666666666667,0.2708333333333334,26
"[8.015423918608437e-06, 8.225667868487145e-06, 7.559341215372461e-06, 6.903261613557793e-06, 5.526109166006722e-06, 2.197483815889734e-06, 2.202051737093761e-06, -3.5052564478866417e-06]",0.01041666666666667,0.28125000000000006,27
"[8.77090837022347e-06, 8.015423918608437e-06, 8.225667868487145e-06, 7.246091457200424e-06, 5.577591307632815e-06, 2.7882764173831193e-06, 2.2082324667678944e-06, -3.544983559048182e-06]",0.01041666666666667,0.29166666666666674,28
"[8.148116960469928e-06, 8.77090837022347e-06, 8.015423918608437e-06, 7.559341215372461e-06, 5.588555580021185e-06, 3.7280851847262308e-06, 2.3509643170386256e-06, -3.041908859222357e-06]",0.01041666666666667,0.3020833333333334,29
"[9.13377251003916e-06, 8.148116960469928e-06, 8.77090837022347e-06, 8.225667868487145e-06, 5.9131430386055005e-06, 3.592763700067436e-06, 2.6911646074339487e-06, -2.8552848787246274e-06]",0.01041666666666667,0.3125000000000001,30
"[1.0013439852865648e-05, 9.13377251003916e-06, 8.148116960469928e-06, 8.015423918608437e-06, 6.903261613557793e-06, 3.5704141486212036e-06, 2.551284146357485e-06, -2.3663798708126306e-06]",0.01041666666666667,0.32291666666666674,31
"[1.0764909559665853e-05, 1.0013439852865648e-05, 9.13377251003916e-06, 8.77090837022347e-06, 7.246091457200424e-06, 3.9491916141105536e-06, 2.8640814504914147e-06, -2.893977469911887e-06]",0.01041666666666667,0.3333333333333334,32
"[1.1382179937551784e-05, 1.0764909559665853e-05, 1.0013439852865648e-05, 8.148116960469928e-06, 7.559341215372461e-06, 3.5571598874932763e-06, 3.269360061448018e-06, -2.893401736916147e-06]",0.01041666666666667,0.3437500000000001,33
"[1.277228971072831e-05, 1.1382179937551784e-05, 1.0764909559665853e-05, 9.13377251003916e-06, 8.225667868487145e-06, 4.381333636081857e-06, 3.5905301762021994e-06, -2.182590625761984e-06]",0.01041666666666667,0.35416666666666674,34
"[1.4196980605597547e-05, 1.277228971072831e-05, 1.1382179937551784e-05, 1.0013439852865648e-05, 8.015423918608437e-06, 5.526109166006722e-06, 2.576202295451326e-06, -2.049735486351345e-06]",0.01041666666666667,0.3645833333333334,35
"[1.4980425356564453e-05, 1.4196980605597547e-05, 1.277228971072831e-05, 1.0764909559665853e-05, 8.77090837022347e-06, 5.577591307632815e-06, 2.2758394247033255e-06, -2.178697588927405e-06]",0.01041666666666667,0.3750000000000001,36
"[1.567861174700107e-05, 1.4980425356564453e-05, 1.4196980605597547e-05, 1.1382179937551784e-05, 8.148116960469928e-06, 5.588555580021185e-06, 1.6754597244679975e-06, -2.1533167528159583e-06]",0.01041666666666667,0.3854166666666668,37
"[1.6302589270765376e-05, 1.567861174700107e-05, 1.4980425356564453e-05, 1.277228971072831e-05, 9.13377251003916e-06, 5.9131430386055005e-06, 2.267292420572099e-06, -1.980647016901697e-06]",0.01041666666666667,0.3958333333333334,38
"[-1.1550706098383936e-05, -1.1405720066350416e-05, -1.147279268166646e-05, -1.0775612852761731e-05, -1.088659306210554e-05, -1.2143074481986285e-05, -1.0796087136808341e-05, -8.598959139449533e-06]",0.01041666666666667,0.0,0
"[-1.0878720622169243e-05, -1.1550706098383936e-05, -1.1405720066350416e-05, -1.101945130717134e-05, -1.0289555683785864e-05, -1.2428567462067567e-05, -1.0252703728844098e-05, -8.741320810420038e-06]",0.01041666666666667,0.01041666666666667,1
"[-1.1135627827742852e-05, -1.0878720622169243e-05, -1.1550706098383936e-05, -1.147279268166646e-05, -1.0257077163547123e-05, -1.2494654328515859e-05, -1.0063386809939795e-05, -8.241213333329495e-06]",0.01041666666666667,0.02083333333333334,2
"[-1.1226981736399803e-05, -1.1135627827742852e-05, -1.0878720622169243e-05, -1.1405720066350416e-05, -9.76006354371041e-06, -1.2343810968379512e-05, -1.0952124401587599e-05, -8.923435489075256e-06]",0.01041666666666667,0.03125000000000001,3
"[-1.1486994320720507e-05, -1.1226981736399803e-05, -1.1135627827742852e-05, -1.1550706098383936e-05, -1.0775612852761731e-05, -1.2548286656155836e-05, -1.1068947555143702e-05, -9.193947805698602e-06]",0.01041666666666667,0.04166666666666668,4
"[-1.1445873865682945e-05, -1.1486994320720507e-05, -1.1226981736399803e-05, -1.0878720622169243e-05, -1.101945130717134e-05, -1.2629854164507939e-05, -1.1159555724899152e-05, -9.874857954385307e-06]",0.01041666666666667,0.05208333333333335,5
"[-1.1642775663985485e-05, -1.1445873865682945e-05, -1.1486994320720507e-05, -1.1135627827742852e-05, -1.147279268166646e-05, -1.162708884444918e-05, -1.1371730447894643e-05, -9.35161485557499e-06]",0.01041666666666667,0.06250000000000001,6
"[-1.0548046961957135e-05, -1.1642775663985485e-05, -1.1445873865682945e-05, -1.1226981736399803e-05, -1.1405720066350416e-05, -1.1147257745113638e-05, -1.1187700287443607e-05, -9.540911301150705e-06]",0.01041666666666667,0.07291666666666669,7
"[-1.1211777753171275e-05, -1.0548046961957135e-05, -1.1642775663985485e-05, -1.1486994320720507e-05, -1.1550706098383936e-05, -1.088659306210554e-05, -1.1689330557501143e-05, -8.894722564689808e-06]",0.01041666666666667,0.08333333333333336,8
"[-1.1442479937824066e-05, -1.1211777753171275e-05, -1.0548046961957135e-05, -1.1445873865682945e-05, -1.0878720622169243e-05, -1.0289555683785864e-05, -1.2558998338176302e-05, -9.086063784202015e-06]",0.01041666666666667,0.09375000000000003,9
"[-1.0828914519149952e-05, -1.1442479937824066e-05, -1.1211777753171275e-05, -1.1642775663985485e-05, -1.1135627827742852e-05, -1.0257077163547123e-05, -1.2837275608974468e-05, -8.720443814840238e-06]",0.01041666666666667,0.1041666666666667,10
"[-9.201049444725468e-06, -1.0828914519149952e-05, -1.1442479937824066e-05, -1.0548046961957135e-05, -1.1226981736399803e-05, -9.76006354371041e-06, -1.2936710107819593e-05, -9.425208330063606e-06]",0.01041666666666667,0.11458333333333337,11
"[-8.314046153714802e-06, -9.201049444725468e-06, -1.0828914519149952e-05, -1.1211777753171275e-05, -1.1486994320720507e-05, -1.0775612852761731e-05, -1.3584368934603415e-05, -9.95915000706512e-06]",0.01041666666666667,0.12500000000000003,12
"[-7.880730838283626e-06, -8.314046153714802e-06, -9.201049444725468e-06, -1.1442479937824066e-05, -1.1445873865682945e-05, -1.101945130717134e-05, -1.3552469735321033e-05, -9.984381608933428e-06]",0.01041666666666667,0.1354166666666667,13
"[-7.928077062347029e-06, -7.880730838283626e-06, -8.314046153714802e-06, -1.0828914519149952e-05, -1.1642775663985485e-05, -1.147279268166646e-05, -1.33368022386736e-05, -9.744972609683139e-06]",0.01041666666666667,0.14583333333333337,14
"[-6.876694386743837e-06, -7.928077062347029e-06, -7.880730838283626e-06, -9.201049444725468e-06, -1.0548046961957135e-05, -1.1405720066350416e-05, -1.3241789074135114e-05, -9.2868266507029e-06]",0.01041666666666667,0.15625000000000006,15
