LTd_history,itv_LT,itv_LL,anm_develop_time,p_anm
"[-7.442273636115715e-05, -7.368878141278401e-05, -7.229132461361587e-05, -6.897138518979773e-05, -8.416860509896651e-05, -9.695520566310734e-05, -0.0001002009303192608, -5.089656406198628e-05]",0.0,0.0,0.0,0.0
"[-7.332690438488498e-05, -7.442273636115715e-05, -7.368878141278401e-05, -7.108438876457512e-05, -7.8490877058357e-05, -0.00010226234735455364, -0.00010238934919470921, -6.01578904024791e-05]",0.0,0.0,0.0,0.0
"[-7.23540288163349e-05, -7.332690438488498e-05, -7.442273636115715e-05, -7.229132461361587e-05, -7.376167923212051e-05, -0.00010644646681612357, -0.00010185140854446217, -6.520575698232278e-05]",0.0,0.0,0.0,0.0
"[-7.341920718317851e-05, -7.23540288163349e-05, -7.332690438488498e-05, -7.368878141278401e-05, -6.999238394200802e-05, -0.00010349307558499277, -0.00010108076094184071, -7.383679621852934e-05]",0.0,0.0,0.0,0.0
"[-7.29907987988554e-05, -7.341920718317851e-05, -7.23540288163349e-05, -7.442273636115715e-05, -6.897138518979773e-05, -0.00010068345000036061, -9.834114462137222e-05, -8.160209108609706e-05]",0.0,0.0,0.0,0.0
"[-7.176564395194873e-05, -7.29907987988554e-05, -7.341920718317851e-05, -7.332690438488498e-05, -7.108438876457512e-05, -9.655780013417825e-05, -9.579386096447706e-05, -8.813806198304519e-05]",0.0,0.0,0.0,0.0
"[-7.135489431675524e-05, -7.176564395194873e-05, -7.29907987988554e-05, -7.23540288163349e-05, -7.229132461361587e-05, -9.013481030706316e-05, -9.598934411769733e-05, -9.185435919789597e-05]",0.0,0.0,0.0,0.0
"[-7.20959942555055e-05, -7.135489431675524e-05, -7.176564395194873e-05, -7.341920718317851e-05, -7.368878141278401e-05, -8.686208457220346e-05, -9.456046973355114e-05, -9.757363295648247e-05]",0.0,0.0,0.0,0.0
"[-7.044249650789425e-05, -7.20959942555055e-05, -7.135489431675524e-05, -7.29907987988554e-05, -7.442273636115715e-05, -8.416860509896651e-05, -9.604446677258238e-05, -0.00010255359666189179]",0.0,0.0,0.0,0.0
"[-6.933268741704524e-05, -7.044249650789425e-05, -7.20959942555055e-05, -7.176564395194873e-05, -7.332690438488498e-05, -7.8490877058357e-05, -9.293384209740907e-05, -0.00010861599730560556]",0.0,0.0,0.0,0.0
"[-6.752161425538361e-05, -6.933268741704524e-05, -7.044249650789425e-05, -7.135489431675524e-05, -7.23540288163349e-05, -7.376167923212051e-05, -9.04220505617559e-05, -0.00011250253737671301]",0.0,0.0,0.0,0.0
"[-7.194858335424215e-05, -6.752161425538361e-05, -6.933268741704524e-05, -7.20959942555055e-05, -7.341920718317851e-05, -6.999238394200802e-05, -9.181254426948726e-05, -0.00011505065049277619]",0.0,0.0,0.0,0.0
"[-7.376827852567658e-05, -7.194858335424215e-05, -6.752161425538361e-05, -7.044249650789425e-05, -7.29907987988554e-05, -6.897138518979773e-05, -9.242130909115076e-05, -0.00011531406926224008]",0.0,0.0,0.0,0.0
"[-7.44830904295668e-05, -7.376827852567658e-05, -7.194858335424215e-05, -6.933268741704524e-05, -7.176564395194873e-05, -7.108438876457512e-05, -9.045918704941869e-05, -0.00011334826558595523]",0.0,0.0,0.0,0.0
"[-7.371795072685927e-05, -7.44830904295668e-05, -7.376827852567658e-05, -6.752161425538361e-05, -7.135489431675524e-05, -7.229132461361587e-05, -9.120611503021792e-05, -0.00011176322732353583]",0.0,0.0,0.0,0.0
"[-7.359215669566765e-05, -7.371795072685927e-05, -7.44830904295668e-05, -7.194858335424215e-05, -7.20959942555055e-05, -7.368878141278401e-05, -9.543348278384656e-05, -0.00010955372272292152]",0.0,0.0,0.0,0.0
"[-7.656832167413086e-05, -7.359215669566765e-05, -7.371795072685927e-05, -7.376827852567658e-05, -7.044249650789425e-05, -7.442273636115715e-05, -9.695520566310734e-05, -0.0001083047318388708]",0.0,0.0,0.0,0.0
"[-7.955890760058537e-05, -7.656832167413086e-05, -7.359215669566765e-05, -7.44830904295668e-05, -6.933268741704524e-05, -7.332690438488498e-05, -0.00010226234735455364, -0.00010465863306308165]",0.0,0.0,0.0,0.0
"[-7.850604742998257e-05, -7.955890760058537e-05, -7.656832167413086e-05, -7.371795072685927e-05, -6.752161425538361e-05, -7.23540288163349e-05, -0.00010644646681612357, -0.0001026483514579013]",0.0,0.0,0.0,0.0
"[-8.076852100202814e-05, -7.850604742998257e-05, -7.955890760058537e-05, -7.359215669566765e-05, -7.194858335424215e-05, -7.341920718317851e-05, -0.00010349307558499277, -9.997023153118789e-05]",0.0,0.0,0.0,0.0
"[-8.535074448445812e-05, -8.076852100202814e-05, -7.850604742998257e-05, -7.656832167413086e-05, -7.376827852567658e-05, -7.29907987988554e-05, -0.00010068345000036061, -9.549966489430517e-05]",0.0,0.0,0.0,0.0
"[-9.076213609660044e-05, -8.535074448445812e-05, -8.076852100202814e-05, -7.955890760058537e-05, -7.44830904295668e-05, -7.176564395194873e-05, -9.655780013417825e-05, -9.080821473617107e-05]",0.0,0.0,0.0,0.0
"[-9.577850141795352e-05, -9.076213609660044e-05, -8.535074448445812e-05, -7.850604742998257e-05, -7.371795072685927e-05, -7.135489431675524e-05, -9.013481030706316e-05, -8.683882333571091e-05]",0.0,0.0,0.0,0.0
"[-9.928146027959883e-05, -9.577850141795352e-05, -9.076213609660044e-05, -8.076852100202814e-05, -7.359215669566765e-05, -7.20959942555055e-05, -8.686208457220346e-05, -8.611059456598014e-05]",0.0,0.0,0.0,0.0
"[-0.000100485842267517, -9.928146027959883e-05, -9.577850141795352e-05, -8.535074448445812e-05, -7.656832167413086e-05, -7.044249650789425e-05, -8.416860509896651e-05, -8.468335727229714e-05]",0.0,0.0,0.0,0.0
"[-0.0001027754187816754, -0.000100485842267517, -9.928146027959883e-05, -9.076213609660044e-05, -7.955890760058537e-05, -6.933268741704524e-05, -7.8490877058357e-05, -8.28534975880757e-05]",0.0,0.0,0.0,0.0
"[-0.00010334484977647662, -0.0001027754187816754, -0.000100485842267517, -9.577850141795352e-05, -7.850604742998257e-05, -6.752161425538361e-05, -7.376167923212051e-05, -8.043825800996274e-05]",0.0,0.0,0.0,0.0
"[-0.00010351087985327467, -0.00010334484977647662, -0.0001027754187816754, -9.928146027959883e-05, -8.076852100202814e-05, -7.194858335424215e-05, -6.999238394200802e-05, -8.292568963952363e-05]",0.0,0.0,0.0,0.0
"[-0.00010440765618113801, -0.00010351087985327467, -0.00010334484977647662, -0.000100485842267517, -8.535074448445812e-05, -7.376827852567658e-05, -6.897138518979773e-05, -8.753886504564434e-05]",0.0,0.0,0.0,0.0
"[-0.00010333339014323428, -0.00010440765618113801, -0.00010351087985327467, -0.0001027754187816754, -9.076213609660044e-05, -7.44830904295668e-05, -7.108438876457512e-05, -9.210690768668428e-05]",0.0,0.0,0.0,0.0
"[-0.00010453893628437072, -0.00010333339014323428, -0.00010440765618113801, -0.00010334484977647662, -9.577850141795352e-05, -7.371795072685927e-05, -7.229132461361587e-05, -9.579116886015981e-05]",0.005404676985450316,0.0,0.0,0.7090095707373378
"[-0.00010534241300774738, -0.00010453893628437072, -0.00010333339014323428, -0.00010351087985327467, -9.928146027959883e-05, -7.359215669566765e-05, -7.368878141278401e-05, -9.860041609499604e-05]",0.005404676985450316,0.005404676985450316,1.0,0.7382250229072433
